time_s,scan_period_s,conveyor_motor,motor_feedback,state,mode,fault_id
44.0,0.05,True,True,CONVEYING,AUTOMATIC,
44.05,0.05,True,True,CONVEYING,AUTOMATIC,
44.1,0.05,True,True,CONVEYING,AUTOMATIC,
44.15,0.05,True,True,CONVEYING,AUTOMATIC,
44.2,0.05,True,True,CONVEYING,AUTOMATIC,
44.25,0.05,True,True,CONVEYING,AUTOMATIC,
44.3,0.05,True,True,CONVEYING,AUTOMATIC,
44.35,0.05,True,True,CONVEYING,AUTOMATIC,
44.4,0.05,True,True,CONVEYING,AUTOMATIC,
44.45,0.05,True,True,CONVEYING,AUTOMATIC,
44.5,0.05,True,True,CONVEYING,AUTOMATIC,
44.55,0.05,True,True,CONVEYING,AUTOMATIC,
44.6,0.05,True,True,CONVEYING,AUTOMATIC,
44.65,0.05,True,True,CONVEYING,AUTOMATIC,
44.7,0.05,True,True,CONVEYING,AUTOMATIC,
44.75,0.05,True,True,CONVEYING,AUTOMATIC,
44.8,0.05,True,True,CONVEYING,AUTOMATIC,
44.85,0.05,True,True,CONVEYING,AUTOMATIC,
44.9,0.05,True,True,CONVEYING,AUTOMATIC,
44.95,0.05,True,True,CONVEYING,AUTOMATIC,
